,Sentence,Sentiment
3232,broker repeat buy rate base expect current restructur lead clear improv perform europ 2007,positive
3233,unit cost flight oper fell 64 percent,positive
3234,part plan board director decid transfer maximum 330000 share held compani share issu payment direct aspo manag oy hold compani acquir manag,neutral
3235,contract next year,neutral
3236,agreement continu good cooperationand tear eye releas capit tie ourmachineri oper,positive
3237,finnish technolog compani raut corpor omx helsinki rutav issu tuesday 23 septemb profit warn financi year 2008,negative
3238,helsinki afx outokumpu technolog said sign 35 mln eur agreement mongolia erdenet mine corpor engin first hydrocopp plant built erdenet mine site,positive
3239,ab inbev look win sabmil investor,positive
3240,compani net sale 2010 total meur 3114 oper margin 139 per cent,neutral
3241,finnish scanfil contract manufactur system supplier commun industri electron report net sale eur 1087 mn first half 2008 eur 1111 mn year earlier,neutral
3242,eu commiss said earlier fine thyssenkrupp unit technolog corp oti schindler ag kone oyj total 9923 mln eur alleg cartel activ lift market go back twelv year,neutral
3243,astrazeneca pay inovio 700 million cancer drug,positive
3244,full midnighttrad extendedhour trade analysi news servic avail realtim comtex,neutral
3245,point 2010 separ compani name palmberg tekmanni lemcon forssan betoni suonenjoen betonituot among other disappear,neutral
3246,2007 almost two third orion net sale came drug,neutral
3247,incap contract manufactur servic pvt ltd subsidiari incap corpor finland acquir manufactur unit tv electron ltd tumkur near bangalor rs40 crore,neutral
3248,19200squar metr technolog center locat near univers tamper central tamper,neutral
3249,earn per share ep 2005 amount loss eur1 26,neutral
3250,durat layoff per employe vari one six week,neutral
3251,ruukki deliveri volum sell price show favour develop compani compar net sale grew 50 yearonyear eur647m ceo sakari tamminen said,positive
3252,gener oper loss eur 963 mn profit eur 439 mn,neutral
3253,helsinki thomson financi kone said four order saudi arabia unit arab emir qatar worth 40 mln eur,positive
3254,apart nordea also ergo compet posit among top three pension fund provid estonia,neutral
3255,year color orang becom synonym qualiti,neutral
3256,report period ep stood eur0 07 versu eur0 11,negative
3257,estim indic even 170 differ tablet comput read devic avail 2011,neutral
3258,tesla recal 2700 model x unit relat faulti latch thirdrow seat fall 25250 level recal share 1 tsla,negative
3259,johnson matthey rev clean air drive,positive
3260,music provid major intern region label includ univers music group soni music entertain warner music emi music rotana mazzika melodi music platinum record lead content aggreg orchard well thousand independ label,neutral
3261,approxim 20000 dwt vessel order india,neutral
3262,finnair said cancel flight would caus daili loss x20ac 25 million us 3 million,neutral
3263,honkarakenn custom project one biggest real estat compani kazakhstan accord compani,neutral
3264,dividend come top 045 eur share 043 k share alreadi paid last year account,neutral
3265,adp news feb 9 2009 finnish comput servic compani proha oyj hel art1v said today net loss narrow eur 113000 usd 146000 2008 eur 12 million 2007,positive
3266,updat 1sabmil 2ndquarter underli sale rise forex impact margin,neutral
3267,finnish raut precis larg glass batch plant mortar plant order mexico us,positive
3268,2009 net profit eur 3 million compani paid dividend eur 130 apiec,neutral
3269,categori mark matur recess,neutral
3270,went long cog see 70 think,positive
3271,compani slip oper loss eur 26 million profit eur 13 million,neutral
3272,compani serv custom variou industri includ process resourc industri machineri architectur build construct electr transport electron chemic petrochem energi inform technolog well cater household,neutral
3273,estonia agricultur minist helirvaldor seeder finland twoday visit cours meet finnish counterpart sirkkaliisa anttila,neutral
3274,chang asbuilt model design commun subcontractor accommod steel grc fabric process,neutral
3275,compani also seek possibl reloc luumaki personnel 50 peopl upm mill,neutral
3276,compani said start investig streamlin oper order meet tighten competit mobil phone charger market,positive
3277,finnish hold compani panostaja oyj said june 12 2007 sign letter intent acquir local lahden lampokasitt oy heatmast oy activ heat treatment metal total 31 mln euro 41 mln,neutral
3278,companiesdiageo stay neutral india boardroom turmoil,neutral
3279,ge sell major stake bank bph core bank alior bank,positive
3280,compani part telest video broadband solut busi area,neutral
3281,tamper scienc park finnish compani own leas build offic properti specialis facil technologyori busi,neutral
3282,net sale surg 185 eur167 8 telest said eur20 4 122 sale came acquisit made 2009,positive
3283,2009 3 februari 2010 finlandbas steel maker rautaruukki oyj hel rtrk ruukki said today slip largerthanexpect pretax loss eur46m fourth quarter 2009 yearearli profit eur45m,neutral
3284,subsidiari respons filter sale local assembl filter market servic china,neutral
3285,finnish consum prefer buy cheapest beer brand,neutral
3286,maximum 20 employe work karttakesku respons produc geograph inform servic affect compani ad,neutral
3287,happi work rapala encourag boater angler introduc newcom sport said rbff presid ceo frank peterson,positive
3288,govern exempt certain stainless steel product antidump duti finlandbas outokumpu today said look enter suppli pact indian railway soon,neutral
3289,ssi retest low rise steadili hit 81 21 trade day ago 13086 sept 18 itll,positive
3290,profit tax decreas 9 eur 1878 mn first nine month 2008 compar eur 2071 mn year earlier,negative
3291,implement import oper sinc launch fixedtomobil converg servic brazil see brazil 8 may 2006,neutral
3292,finnish ship compani finnlin pretax loss total eur 65 mn third quarter 2009 compar profit eur 03 mn third quarter 2008,negative
3293,net sale howev increas 2005,positive
3294,one headbox equip modern consist control system ensur cross machin profil plasterboard compani said statement receiv lesprom network,neutral
3295,transact mreal 30 metsabotnia upm 17,neutral
3296,jan 6 ford struggl face slow truck suv sale surfeit uptod gottahav car,negative
3297,market expect poor perform compani stock 6 percent x20ac 2389 us 3384 earli afternoon trade helsinki,positive
3298,citigroup inc nyse c deutsch bank nyse db pohjola bank lead manag sale,neutral
3299,compar oper profit total eur 854mn eur 730mn 2004,positive
3300,finland sampo bank part dansk bank group lay staff administr support function,neutral
3301,follow issu number share swedish compani grow 9,neutral
3302,market share 6 percent accord ac nielsen 2008 data,neutral
3303,naturalga settl 3year low dbo bno,negative
3304,compani net profit amount ee 555 mn 36 2004,positive
3305,financi detail disclos,neutral
3306,profit per share eur 103 eur 087,positive
3307,aldata solut oyj bertrand sciard presid ceo inform aldata solut oyj bertrand sciard presid ceo tel 33 1 46 48 28 00 aldata 100 retailwholesal aldata 100 busi dedic retail wholesal busi improv,neutral
3308,joint ventur invest eur 500000 product technolog straight away,neutral
3309,juhani jñrvi corpor execut vice presid kesko say russian food retail sector fragment,neutral
3310,nordea pankki suomi oyj ownership stonesoft corpor decreas 120,neutral
3311,valeant name interim leader ceo remain hospit,neutral
3312,finnish ship compani finnlin grimaldi group report net sale decreas eur 2418 mn januaryjun 2009 eur 3840 mn correspond period 2008,negative
3313,ebit margin 14 51,positive
3314,2007 etteplan report turnov eur125 2,neutral
3315,accord atria presid ceo matti tikkakoski compani swedish oper significantli improv first quarter,positive
3316,compani profit total ls 578100 h1 2007 309 yearonyear,neutral
3317,yhoo breakout 2983 would constitut technic entri short term trader,positive
3318,compani hope new plant would stream end 2008,neutral
3319,addit amount cap eur12m payabl cash upon achiev certain financi perform target 2007,neutral
3320,previous compani guid ebit sale growth 20 pct 10 pct respect year,positive
3321,fair valu compani invest properti went eur2 769 bn end septemb 2009 eur2 878 bn year earlier,neutral
3322,3 februari 2011 finnish broadband data commun system provid telest oyj hel tlt1v said yesterday net profit rocket eur4 8 2010 eur416 000 2009 lift dividend propos,positive
3323,hsbc hit fresh detail tax evas claim,negative
3324,ibio 10 premarket readi lift,positive
3325,dnb nord norway like nordic buyer citadel nordea would good strateg fit accord document publish pietiek,neutral
3326,stakehold comptel involv workshop meet file comment issu greatest import competit sector industri,neutral
3327,fb guess want look sell order,negative
3328,ahlstrom corpor stock exchang announc 2342007 ahlstrom corpor publish first quarter financi result 2007 friday april 27 2007 approxim 830 finnish tear eye,neutral
3329,compani plant russia continu make tyre near market plant nokia finland manufactur tyre market,neutral
3330,respons oper custom relationship develop,neutral
3331,qcor ad 3000 share 28,positive
3332,baswar invoic process baswar contract match baswar order match baswar kpi report tool part baswar enterpris purchas pay product suit,neutral
3333,contract includ softwar licenc applic mainten train,neutral
3334,publish sweden oper loss eur 11 mn q1 2009 compar profit eur 06 mn year ago,neutral
3335,devic would launch chines market late 2006 compani said,neutral
3336,net sale power plant busi eur 7103 million 2005,neutral
