Sentence,Sentiment
8 may 2009 finnish liquid handl product diagnost test system maker biohit oyj hel biobv said today 8 may 2009 net loss narrow eur0 1 usd0 14 first quarter 2009 eur0 4 period 2008,positive
subject project provid compani like softwar program consult servic computerrel servic data servic comput support consult servic internet servic etc,neutral
due postpon decisionmak project negoti phase earlier estim,neutral
profit tax amount eur 565 mn eur 2329 mn year ago,negative
tsla 57 februari low amaz rebound,positive
finnish logist inform solut provid done solut corpor omx helsinki dso1v report wednesday 29 octob oper profit eur3 6 net sale eur35 1 period januaryseptemb 2008,neutral
honkarakenn start product need partner sawmil oper,neutral
yndx price stock 2 time lower annual earn could resist buy everyon sell,positive
2009 fiskar cash flow oper activ amount eur121m eur97m previou year,positive
stora enso target cut eur 485 eur 555 holmen target sek 135 sek 150,negative
2008 steel industri account 64 percent cargo volum transport wherea energi industri account 28 percent industri 8 percent,neutral
renn top tail 5 min chart 731 short,negative
return invest roi 41 compar 438 first half 2008,negative
compani said result third quarter includ nonrecur item,neutral
finnish softwar hardwar develop elektrobit oyj hel ebg1v eb said today temporarili lay 200 peopl maximum 90 day finland aim achiev cost save eur 17 million usd 2m second half 2010,neutral
oper profit exclud nonrecur item amount eur 406 mn eur 573 mn yearonyear,neutral
part transact mreal sappi also sign longterm agreement suppli pulp bctmp smaller servic suppli,positive
annual net sale unit eur 5 million current employ 55 peopl,neutral
platform base built intel secondgener mid platform call moorestown,neutral
proud welcom anoth distribut facil north mississippi region known logist center unit state said gray swoop execut director mda,positive
mr clausen howev refus comment option nordea would consid buy citadel bank,neutral
genvec biopharmaceut compani develop novel therapeut drug vaccin,neutral
cargo volum grew 7,positive
estim synergi benefit least eur7m annual,positive
servic intend allow peopl thirteen mediterranean countri reach baltic rapidli singl carrier,positive
sainsburi sell unit lloydspharmaci,positive
talvivaara also maintain assumpt turn cash flow posit year end,positive
harmongreg bbri wkli invers head shoulder form trigger 1850 po least 3080 watch,positive
propos board director make annual gener meet attach whole releas,neutral
dug weekli stochast final start turn long consolid buy,positive
metso estim need personnel reduct amount 25 peopl,negative
transact posit impact around eur2m earn ruukki recogn fourth quarter year,positive
finnish metso suppli new wood handl bleach line well rebuild kraft liner wash line klabin tel¬maco borba mill brazilian state paraní,positive
market report aviva top market trader approv choic friend,positive
capman haavisto respons group financ account,neutral
race googl get lot user onto servic social network creat new busi model said martin garner londonbas analyst cc insight,neutral
airlin share price close slightli x20ac 1251 15u 74 helsinki,negative
aapl iphon shipment track exceed forecast marketwatch,positive
oper profit net sale 12month period increas respect eur20 8 eur177 7 compar financi year 2004,positive
telenor three half year contract worth estim 126 yit chosen telenor elisa princip supplier ict solut norway sweden denmark finland,positive
kalmar award new 5year contract suppli rough terrain contain handler rtch,positive
componenta also offer fiveyear subordin loan subscript public,neutral
join rautakirja 1997 lead one four busi area took posit presid ceo 2001,neutral
accord saarioinen manag director ilkka mñkelñ food industri sector signific excess product machineri,neutral
member hk ruokatalo group finland scan launch joint ventur slaughterhous team ugglarp skñne southern sweden,neutral
result negoti compani decid make 45 peopl redund financi product ground,negative
custom come follow countri uk usa spain franc itali germani china hong kong sweden norway netherland austria belgium switzerland czech republ finland canada russia ukrain denmark ireland south korea liechtenstein,neutral
primark rack happi christma strong sale,positive
repeat see 2008 oper profit yy report helsinki newsroom keyword tecnomenresult,neutral
net invest incom,neutral
flagship open fall manhattan flatiron district toy build 200 fifth avenu,neutral
cs cabot export 55 product mainli goodyear bridgeston michelin plant poland well germani michelin itali pirelli compani logist center pari stefan said,neutral
howev product almost entir labor intens base small invest,neutral
bg crane strong partner hiab australia mani year,neutral
industri come interest fork road handset manufactur wireless carrier attempt serv portal webbas servic wireless handset wrote,neutral
acquisit àlandsbanken sverig 2009 burden perform eur 30 mn,negative
group oper loss eur 08 mn profit eur 25 mn 2004,negative
accord pkc acquisit would bring signific addit pkc custom base,positive
bilfing industri servic win â£100m bp contract extens,positive
sale final septemb octob compani said,neutral
long amzn 300 18982,positive
motorola world secondlargest maker cell phone unveil new phone tuesday bid resurrect ail handset busi,neutral
combin foreign invest creat interest opportun solteq,positive
diageo receiv report unit spirit financi irregular involv,negative
oper profit rose eur 194 mn eur 245 mn,positive
term transact remain undisclos,neutral
nest oil offer outplac servic 111 employe reduc,neutral
anheuserbusch inbev increas offer rival sabmil,positive
net sale decreas eur 498 million eur 599 million,negative
nest oil publish third quarter 2008 result friday 24 octob 2008 approxim 9 eet,neutral
share repurchas 11012008 helsinki stock exchang behalf sampo plc dansk bank helsinki branch,neutral
accord ceo matti karppinen frozen food post good result 2010 2009,positive
think fm challendg 200ema distant futur look yesterday volum,positive
incap contract manufactur servic pvt ltd subsidiari incap corpor finland plan doubl revenu 20072008,positive
finland citi forssa said pay compens food industri compani hk ruokatalo atria lye leak tap water occur march 2008,neutral
order 26 machineroomless kone monospac elev would instal 2006,neutral
sale lead pretax capit gain eur 22 million finnish compani 2011,positive
order followon 11 mln euro 161 mln deal made juli 2007,neutral
soon collis start,neutral
pharmaceut spain brandnew market analysi give clear overview actual situat futur outlook pharmaceut market spain,neutral
finnish forest industri group stora enso oyj issu thursday 20 march profit warn first quarter 2008,negative
group order portfolio decreas eur 429 mn 92007 eur 333 mn 22008,neutral
pretax profit jump eur 219 million eur 31 million,positive
result also burden increas fix cost associ oper china restructur cost japan,neutral
compani decid stop oper ruukki construct divis latvia lithuania concentr product logist parnu estonia 2009,neutral
credit suiss poach prudenti thiam asian push,positive
tesco share price dip blinkbox book close end supermarket digit,negative
dollar bounc back hit anoth record low euro reach 141 first tear eye,neutral
news feedschrod book solid earn growth sever board chang,positive
baswar busi transact servic enabl custom receiv send invoic electron format,neutral
major compani personnel finland temporarili laid one six week period februari june 2009 period,neutral
payment date march 25 2010,neutral
sbux invert head shoulder pattern work bullish,positive
annual gener meet approv dividend eur 010 per share total eur 78 million,neutral
one dark spot horizon howev compani perform finnish bottl water market,negative
could,neutral
commod channel index indic signal oversold fb stockmarket,positive
acquisit financ 256 billion debt arrang goldman sach co,neutral
memorandum understand cooper finnish global chemic compani kemira vietnam nation chemic group vinachem sign occas,positive
china base oper enabl us fulli leverag resourc expertis wireless solut also strengthen capabl offer industrylead product custom china,positive
compani report net sale eur550m 2005 3200 employe,neutral
helsinki thomson financi kemira growhow swung profit first quarter earn improv sale especi fertil busi europ normal stronger first quarter,positive
fish content nugget 85 fish come canada finland,neutral
ministri water tanzania award poyri water sanit engin assign rehabilit extens water suppli sanit infrastructur bukoba musoma situat lake victoria northern tanzania,positive
compani studi feasibl focus process meat product vantaa facil process fresh meat forssa facil,neutral
initi estim total valu 1744900 eur final award valu 1744900 eur,neutral
bank tokyomitsubishi ufj ltd act agent loan,neutral
shop locat capit region paijatham region,neutral
gp gap septemb compar store sale 4,negative
ocbc buy barclay wealth manag unit singapor hong kong,positive
pretax profit decreas 37 eur 1931 mn eur 3056 mn,negative
cencorp headquart virkkala finland develop suppli autom solut electron semiconductor industri enhanc product,neutral
costco premier retail dividend play cost,positive
ruukki group calcul lost eur 4mn fail project,negative
